,Year,Month,Subject,Level,Language,School,Registration number,Personal code,Name,Category,Predicted grade,Grade,Scaled total mark for subject
61,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 56,DIPLOMA,-1,-1,-1.0
62,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 62,DIPLOMA,-1,-1,-1.0
63,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 27,DIPLOMA,-1,-1,-1.0
64,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 0,DIPLOMA,-1,-1,-1.0
65,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 15,DIPLOMA,-1,-1,-1.0
66,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 30,DIPLOMA,-1,-1,-1.0
67,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 18,DIPLOMA,-1,-1,-1.0
68,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 20,DIPLOMA,-1,-1,-1.0
69,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 39,DIPLOMA,-1,-1,-1.0
70,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 16,DIPLOMA,-1,-1,-1.0
71,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 9,DIPLOMA,-1,-1,-1.0
72,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 45,DIPLOMA,-1,-1,-1.0
73,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 58,DIPLOMA,-1,-1,-1.0
74,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 59,DIPLOMA,-1,-1,-1.0
75,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 52,DIPLOMA,-1,-1,-1.0
76,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 38,DIPLOMA,-1,-1,-1.0
77,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 46,DIPLOMA,-1,-1,-1.0
78,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 60,DIPLOMA,-1,-1,-1.0
79,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 42,DIPLOMA,-1,-1,-1.0
80,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 61,DIPLOMA,-1,-1,-1.0
81,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 60,DIPLOMA,-1,-1,-1.0
82,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 7,DIPLOMA,-1,-1,-1.0
83,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 6,DIPLOMA,-1,-1,-1.0
84,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 40,DIPLOMA,-1,-1,-1.0
85,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 0,DIPLOMA,-1,-1,-1.0
86,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 22,DIPLOMA,-1,-1,-1.0
87,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 63,DIPLOMA,-1,-1,-1.0
88,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 25,DIPLOMA,-1,-1,-1.0
89,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 29,DIPLOMA,-1,-1,-1.0
90,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 31,DIPLOMA,-1,-1,-1.0
91,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 51,DIPLOMA,-1,-1,-1.0
92,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 34,DIPLOMA,-1,-1,-1.0
93,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 4,DIPLOMA,-1,-1,-1.0
94,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 54,DIPLOMA,-1,-1,-1.0
95,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 53,DIPLOMA,-1,-1,-1.0
96,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 41,DIPLOMA,-1,-1,-1.0
97,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 14,DIPLOMA,-1,-1,-1.0
98,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 43,DIPLOMA,-1,-1,-1.0
99,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 8,DIPLOMA,-1,-1,-1.0
100,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 2,DIPLOMA,-1,-1,-1.0
101,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 50,DIPLOMA,-1,-1,-1.0
102,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 36,DIPLOMA,-1,-1,-1.0
103,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 22,DIPLOMA,-1,-1,-1.0
104,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 45,DIPLOMA,-1,-1,-1.0
105,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 29,DIPLOMA,-1,-1,-1.0
106,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 23,DIPLOMA,-1,-1,-1.0
107,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 6,DIPLOMA,-1,-1,-1.0
108,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 12,DIPLOMA,-1,-1,-1.0
109,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 51,DIPLOMA,-1,-1,-1.0
110,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 34,DIPLOMA,-1,-1,-1.0
111,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 25,DIPLOMA,-1,-1,-1.0
112,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 31,DIPLOMA,-1,-1,-1.0
113,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 4,DIPLOMA,-1,-1,-1.0
114,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 38,DIPLOMA,-1,-1,-1.0
115,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 63,DIPLOMA,-1,-1,-1.0
116,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 10,DIPLOMA,-1,-1,-1.0
117,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 60,DIPLOMA,-1,-1,-1.0
118,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 53,DIPLOMA,-1,-1,-1.0
119,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 21,DIPLOMA,-1,-1,-1.0
120,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 11,DIPLOMA,-1,-1,-1.0
121,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 33,DIPLOMA,-1,-1,-1.0
122,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 24,DIPLOMA,-1,-1,-1.0
123,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 62,DIPLOMA,-1,-1,-1.0
124,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 27,DIPLOMA,-1,-1,-1.0
125,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 13,DIPLOMA,-1,-1,-1.0
126,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 9,DIPLOMA,-1,-1,-1.0
127,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 18,DIPLOMA,-1,-1,-1.0
128,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 16,DIPLOMA,-1,-1,-1.0
129,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 48,DIPLOMA,-1,-1,-1.0
130,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 5,DIPLOMA,-1,-1,-1.0
131,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 1,DIPLOMA,-1,-1,-1.0
132,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 17,DIPLOMA,-1,-1,-1.0
133,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 26,DIPLOMA,-1,-1,-1.0
134,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 57,DIPLOMA,-1,-1,-1.0
135,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 49,DIPLOMA,-1,-1,-1.0
136,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 37,DIPLOMA,-1,-1,-1.0
137,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 35,DIPLOMA,-1,-1,-1.0
138,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 47,DIPLOMA,-1,-1,-1.0
139,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 56,DIPLOMA,-1,-1,-1.0
140,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 15,DIPLOMA,-1,-1,-1.0
141,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 44,DIPLOMA,-1,-1,-1.0
142,2019,MAY,[SUBJECT],SL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 32,DIPLOMA,-1,-1,-1.0
143,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 54,DIPLOMA,-1,-1,-1.0
144,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 15,DIPLOMA,-1,-1,-1.0
145,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 30,DIPLOMA,-1,-1,-1.0
146,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 7,DIPLOMA,-1,-1,-1.0
147,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 25,DIPLOMA,-1,-1,-1.0
148,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 50,DIPLOMA,-1,-1,-1.0
149,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 18,DIPLOMA,-1,-1,-1.0
150,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 1,DIPLOMA,-1,-1,-1.0
151,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 12,DIPLOMA,-1,-1,-1.0
152,2019,MAY,[SUBJECT],EE,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 38,DIPLOMA,-1,-1,-1.0
153,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 41,DIPLOMA,-1,-1,-1.0
154,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 1,DIPLOMA,-1,-1,-1.0
155,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 22,DIPLOMA,-1,-1,-1.0
156,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 25,DIPLOMA,-1,-1,-1.0
157,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 35,DIPLOMA,-1,-1,-1.0
158,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 42,DIPLOMA,-1,-1,-1.0
159,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 5,DIPLOMA,-1,-1,-1.0
160,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 46,DIPLOMA,-1,-1,-1.0
161,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 33,DIPLOMA,-1,-1,-1.0
162,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 19,DIPLOMA,-1,-1,-1.0
163,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 54,DIPLOMA,-1,-1,-1.0
164,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 31,DIPLOMA,-1,-1,-1.0
165,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 4,DIPLOMA,-1,-1,-1.0
166,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 38,DIPLOMA,-1,-1,-1.0
167,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 24,DIPLOMA,-1,-1,-1.0
168,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 0,DIPLOMA,-1,-1,-1.0
169,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 8,DIPLOMA,-1,-1,-1.0
170,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 45,DIPLOMA,-1,-1,-1.0
171,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 20,DIPLOMA,-1,-1,-1.0
172,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 7,DIPLOMA,-1,-1,-1.0
173,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 3,DIPLOMA,-1,-1,-1.0
174,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 11,DIPLOMA,-1,-1,-1.0
175,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 47,DIPLOMA,-1,-1,-1.0
176,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 37,DIPLOMA,-1,-1,-1.0
177,2019,MAY,[SUBJECT],HL,ENGLISH,[SCHOOL CODE],[REG_NUM],[PERS CODE],Student 62,DIPLOMA,-1,-1,-1.0
